"About the data: Analytical views - Publisher - Exported on Oct 18, 2022. Criteria: My groups is US YES federal funders; Publication Year is 2017 or 2018 or 2019 or 2020 or 2021; Country of Funder is United States; Publication Type is not Preprint. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.   1,326,472",,,,,,,,,,,,,,,,,,,,,,,
Name,Rank FF,FF Pubs,Rank WW,Worldwide,rank percentage,percentage,All OA,Bronze,Closed,Gold,Green,Hybrid,Sum,Delta,% OSTP closed,Rank % closed,ratio,% OSTP Green,% OSTP Gold,% OSTP Bronze,% OSTP Hybrid,color,susceptability
Association for the Advancement of Artificial Intelligence (AAAI),149,202,119,10426,371,1.937464032,189,69,0,120,0,0,189,13,0,170,1,0,59.40594059,34.15841584,0,blue,0
Pleiades Publishing,149,202,26,97177,476,0.207868117,74,4,128,2,64,4,202,0,63.36633663,21,0.123529412,31.68316832,0.99009901,1.98019802,1.98019802,blue,0.131718411
IWA Publishing,151,201,123,9568,366,2.100752508,185,88,16,58,7,32,201,0,7.960199005,110,0.647058824,3.482587065,28.85572139,43.78109453,15.92039801,blue,0.16722408
"Life Science Alliance, LLC",152,194,343,603,34,32.17247098,194,0,0,192,2,0,194,0,0,170,1,1.030927835,98.96907216,0,0,blue,0
Baishideng Publishing Group,152,194,105,12262,392,1.582123634,194,0,0,141,2,51,194,0,0,170,1,1.030927835,72.68041237,0,26.28865979,blue,0
Scientific Research Publishing,154,189,41,39856,455,0.474207146,189,0,0,182,1,6,189,0,0,170,1,0.529100529,96.2962963,0,3.174603175,blue,0
VLDB Endowment,155,188,273,1270,126,14.80314961,69,0,119,0,69,0,188,0,63.29787234,22,0.129411765,36.70212766,0,0,0,blue,9.370078742
Guilford Publications,156,184,246,1819,184,10.11544805,148,14,36,0,134,0,184,0,19.56521739,82,0.482352941,72.82608696,0,7.608695652,0,blue,1.979109401
"Harborside Press, LLC",157,181,244,1880,191,9.627659574,174,152,7,0,21,1,181,0,3.867403315,129,0.758823529,11.60220994,0,83.97790055,0.552486188,blue,0.372340426
Wilson Ornithological Society,158,174,348,580,42,30,16,4,158,0,12,0,174,0,90.8045977,4,0.023529412,6.896551724,0,2.298850575,0,blue,27.24137931
Begell House,158,174,116,10607,390,1.640426134,105,15,69,0,90,0,174,0,39.65517241,42,0.247058824,51.72413793,0,8.620689655,0,blue,0.650513812
The Econometric Society,160,172,301,964,105,17.84232365,158,59,14,76,23,0,172,0,8.139534884,109,0.641176471,13.37209302,44.18604651,34.30232558,0,blue,1.452282158
Anticancer Research USA Inc.,161,169,150,6329,345,2.670248064,168,102,1,58,4,4,169,0,0.591715976,151,0.888235294,2.366863905,34.31952663,60.35502959,2.366863905,blue,0.015800284
American Association for Laboratory Animal Science,162,164,365,485,32,33.81443299,163,0,1,0,163,0,164,0,0.609756098,150,0.882352941,99.3902439,0,0,0,blue,0.206185567
The Open Journal,163,156,262,1546,186,10.09055627,156,0,0,155,1,0,156,0,0,170,1,0.641025641,99.35897436,0,0,blue,0
University of Illinois Libraries,164,155,241,1996,218,7.765531062,153,1,2,150,2,0,155,0,1.290322581,145,0.852941176,1.290322581,96.77419355,0.64516129,0,blue,0.100200401
Inter-Research Science Center,165,154,185,3660,284,4.207650273,82,44,72,7,18,13,154,0,46.75324675,34,0.2,11.68831169,4.545454545,28.57142857,8.441558442,blue,1.967213115
"Johns Hopkins School Bloomberg School of Public Health, Center for Communication Programs",166,152,380,432,29,35.18518519,152,0,0,150,2,0,152,0,0,170,1,1.315789474,98.68421053,0,0,blue,0
Society of Exploration Geophysicists,167,146,106,12098,411,1.206811043,42,1,104,0,32,9,146,0,71.23287671,15,0.088235294,21.91780822,0,0.684931507,6.164383562,blue,0.859646222
Wildlife Disease Association,168,145,325,714,86,20.30812325,49,22,96,0,27,0,145,0,66.20689655,19,0.111764706,18.62068966,0,15.17241379,0,blue,13.44537815
Oncology Nursing Society (ONS),169,143,287,1112,149,12.85971223,113,0,30,0,113,0,143,0,20.97902098,76,0.447058824,79.02097902,0,0,0,blue,2.697841727
Resilience Alliance,170,137,282,1162,162,11.79001721,106,8,31,91,5,2,137,0,22.62773723,72,0.423529412,3.649635036,66.42335766,5.839416058,1.459854015,blue,2.667814114
Society of Rheology,171,136,331,700,93,19.42857143,107,1,29,0,18,88,136,0,21.32352941,74,0.435294118,13.23529412,0,0.735294118,64.70588235,blue,4.142857143
Western North American Naturalist,172,135,412,321,19,42.05607477,73,0,62,1,72,0,135,0,45.92592593,38,0.223529412,53.33333333,0.740740741,0,0,blue,19.31464175
Beilstein Institut,173,133,222,2434,260,5.464256368,133,0,0,133,0,0,133,0,0,170,1,0,100,0,0,blue,0
American Economic Association,174,130,206,2843,275,4.572634541,114,29,16,7,78,0,130,0,12.30769231,97,0.570588235,60,5.384615385,22.30769231,0,blue,0.56278579
Science and Education Publishing,175,129,198,3052,283,4.226736566,129,0,0,128,0,1,129,0,0,170,1,0,99.2248062,0,0.775193798,blue,0
Geological Society of London,176,126,194,3209,294,3.92645684,43,0,83,0,22,21,126,0,65.87301587,20,0.117647059,17.46031746,0,0,16.66666667,blue,2.586475537
Brill Academic Publishers,177,125,33,58269,474,0.214522302,34,5,91,2,23,4,125,0,72.8,12,0.070588235,18.4,1.6,4,3.2,blue,0.156172236
American Society of Ichthyologists and Herpetologists (ASIH),178,122,375,449,54,27.1714922,47,28,75,0,7,12,122,0,61.47540984,25,0.147058824,5.737704918,0,22.95081967,9.836065574,blue,16.70378619
Tobacco Regulatory Science Group,179,120,441,204,6,58.82352941,119,0,1,0,102,17,120,0,0.833333333,148,0.870588235,85,0,0,14.16666667,blue,0.490196078
American Society of Parasitologists,180,115,356,556,83,20.68345324,25,10,90,0,13,2,115,0,78.26086957,9,0.052941176,11.30434783,0,8.695652174,1.739130435,blue,16.18705036
Scientific Archives LLC,180,115,328,711,113,16.17440225,115,1,0,0,2,112,115,0,0,170,1,1.739130435,0,0.869565217,97.39130435,blue,0
Entomological Society of Washington,182,114,402,368,38,30.97826087,3,0,111,0,3,0,114,0,97.36842105,1,0.005882353,2.631578947,0,0,0,blue,30.16304348
Annals of Family Medicine,183,113,322,730,119,15.47945205,113,0,0,113,0,0,113,0,0,170,1,0,100,0,0,blue,0
British Institute of Radiology,183,113,199,3018,298,3.744201458,108,0,5,10,87,11,113,0,4.424778761,124,0.729411765,76.99115044,8.849557522,0,9.734513274,blue,0.165672631
American Registry of Professional Animal Scientists,185,111,387,405,53,27.40740741,92,78,19,0,0,14,111,0,17.11711712,88,0.517647059,0,0,70.27027027,12.61261261,blue,4.691358026
Society for Sedimentary Geology,185,111,305,920,159,12.06521739,21,0,90,2,18,1,111,0,81.08108108,7,0.041176471,16.21621622,1.801801802,0,0.900900901,blue,9.782608694
Open Access Text,187,110,143,7004,394,1.570531125,110,0,0,110,0,0,110,0,0,170,1,0,100,0,0,blue,0
Joule,188,109,169,4365,354,2.497136312,109,0,0,87,22,0,109,0,0,170,1,20.18348624,79.81651376,0,0,blue,0
AACN Publishing,189,107,280,1186,198,9.021922428,80,25,27,0,55,0,107,0,25.23364486,67,0.394117647,51.40186916,0,23.36448598,0,blue,2.276559865
AOSIS,189,107,121,9711,416,1.101843271,107,0,0,101,6,0,107,0,0,170,1,5.607476636,94.39252336,0,0,blue,0
SERDI,191,106,324,721,129,14.70180305,94,22,12,0,46,26,106,0,11.32075472,100,0.588235294,43.39622642,0,20.75471698,24.52830189,blue,1.664355063
PNG Publications,192,105,400,369,48,28.45528455,85,0,20,0,78,7,105,0,19.04761905,84,0.494117647,74.28571429,0,0,6.666666667,blue,5.420054201
Statistica Sinica (Institute of Statistical Science),193,104,355,557,97,18.67145422,80,4,24,0,76,0,104,0,23.07692308,71,0.417647059,73.07692308,0,3.846153846,0,blue,4.308797128
International Global Health Society,194,97,497,0,497,0,96,0,1,93,3,0,97,0,1.030927835,147,0.864705882,3.092783505,95.87628866,0,0,blue,0
Coastal Education and Research Foundation,195,96,175,4103,357,2.339751401,8,2,88,0,6,0,96,0,91.66666667,3,0.017647059,6.25,0,2.083333333,0,blue,2.144772118
Western Journal of Emergency Medicine,196,94,254,1662,257,5.655836342,94,0,0,94,0,0,94,0,0,170,1,0,100,0,0,blue,0
Springer Publishing Company,197,92,113,10960,431,0.839416058,61,1,31,0,60,0,92,0,33.69565217,51,0.3,65.2173913,0,1.086956522,0,blue,0.282846715
Global Science Press,198,91,232,2228,290,4.08438061,49,6,42,15,28,0,91,0,46.15384615,36,0.211764706,30.76923077,16.48351648,6.593406593,0,blue,1.885098743
Institute of Navigation,198,91,217,2535,307,3.58974359,25,2,66,0,8,15,91,0,72.52747253,13,0.076470588,8.791208791,0,2.197802198,16.48351648,blue,2.603550296
International Speech Communication Association,198,91,156,5817,395,1.564380265,45,0,46,0,45,0,91,0,50.54945055,31,0.182352941,49.45054945,0,0,0,blue,0.790785628
Waterbird Society,201,89,425,278,35,32.01438849,0,0,0,0,0,0,0,89,0,170,1,0,0,0,0,blue,0
Society for the Study of Amphibians and Reptiles,202,88,417,306,46,28.75816993,0,0,0,0,0,0,0,88,0,170,1,0,0,0,0,blue,0
Royal College of Psychiatrists,202,88,146,6552,405,1.343101343,0,0,0,0,0,0,0,88,0,170,1,0,0,0,0,blue,0
Florida Entomological Society,204,87,347,581,123,14.97418244,0,0,0,0,0,0,0,87,0,170,1,0,0,0,0,blue,0
Qingres,205,85,388,404,79,21.03960396,0,0,0,0,0,0,0,85,0,170,1,0,0,0,0,blue,0
E.U. European Publishing,205,85,195,3156,342,2.693282636,0,0,0,0,0,0,0,85,0,170,1,0,0,0,0,blue,0
IMR Press,207,84,207,2842,333,2.955665025,0,0,0,0,0,0,0,84,0,170,1,0,0,0,0,blue,0
"Computers, Materials and Continua (Tech Science Press)",207,84,134,7872,421,1.067073171,0,0,0,0,0,0,0,84,0,170,1,0,0,0,0,blue,0
Physical Society of Japan,209,81,180,3782,365,2.141723956,0,0,0,0,0,0,0,81,0,170,1,0,0,0,0,blue,0
Shared Science Publishers OG,210,80,397,378,78,21.16402116,0,0,0,0,0,0,0,80,0,170,1,0,0,0,0,blue,0
Coleopterists Society,211,78,349,575,143,13.56521739,0,0,0,0,0,0,0,78,0,170,1,0,0,0,0,blue,0
Internet Society,211,78,346,583,146,13.37907376,0,0,0,0,0,0,0,78,0,170,1,0,0,0,0,blue,0
American Association on Intellectual and Developmental Disabilities (AAIDD),211,78,339,642,158,12.14953271,0,0,0,0,0,0,0,78,0,170,1,0,0,0,0,blue,0
University of Notre Dame,214,77,432,236,33,32.62711864,0,0,0,0,0,0,0,77,0,170,1,0,0,0,0,blue,0
American Bryological and Lichenological Society,214,77,400,369,81,20.86720867,0,0,0,0,0,0,0,77,0,170,1,0,0,0,0,blue,0
The Raptor Research Foundation,214,77,392,396,92,19.44444444,0,0,0,0,0,0,0,77,0,170,1,0,0,0,0,blue,0
American Society of Plant Taxonomists,214,77,372,473,112,16.27906977,0,0,0,0,0,0,0,77,0,170,1,0,0,0,0,blue,0
The Oceanography Society,218,76,368,479,115,15.86638831,0,0,0,0,0,0,0,76,0,170,1,0,0,0,0,blue,0
Herpetologists League,219,75,422,287,60,26.13240418,0,0,0,0,0,0,0,75,0,170,1,0,0,0,0,blue,0
National Shellfisheries Association,219,75,405,350,76,21.42857143,0,0,0,0,0,0,0,75,0,170,1,0,0,0,0,blue,0
Xia & He Publishing,219,75,294,1043,228,7.190795781,0,0,0,0,0,0,0,75,0,170,1,0,0,0,0,blue,0
Pan African Medical Journal,219,75,162,5431,404,1.380961149,0,0,0,0,0,0,0,75,0,170,1,0,0,0,0,blue,0
Southern Medical Association,223,74,321,733,185,10.09549795,0,0,0,0,0,0,0,74,0,170,1,0,0,0,0,blue,0
Journal of Athletic Training/NATA,223,74,295,1042,229,7.101727447,0,0,0,0,0,0,0,74,0,170,1,0,0,0,0,blue,0
Computing in Cardiology,223,74,278,1201,246,6.161532057,0,0,0,0,0,0,0,74,0,170,1,0,0,0,0,blue,0
Cellule MathDoc/CEDRAM,223,74,234,2140,312,3.457943925,0,0,0,0,0,0,0,74,0,170,1,0,0,0,0,blue,0
ICE publishing,223,74,136,7776,425,0.951646091,0,0,0,0,0,0,0,74,0,170,1,0,0,0,0,blue,0
Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,228,73,336,674,175,10.83086053,0,0,0,0,0,0,0,73,0,170,1,0,0,0,0,blue,0
African Journals Online (AJOL),229,72,77,17659,460,0.407724107,0,0,0,0,0,0,0,72,0,170,1,0,0,0,0,blue,0
"University Library System, University of Pittsburgh",230,70,167,4642,399,1.507970702,0,0,0,0,0,0,0,70,0,170,1,0,0,0,0,blue,0
Guttmacher Institute,231,68,444,201,31,33.83084577,0,0,0,0,0,0,0,68,0,170,1,0,0,0,0,blue,0
Natural Areas Journal,231,68,419,294,70,23.1292517,0,0,0,0,0,0,0,68,0,170,1,0,0,0,0,blue,0
Aging and Disease,231,68,353,564,160,12.05673759,0,0,0,0,0,0,0,68,0,170,1,0,0,0,0,blue,0
AOTA Press,234,67,208,2832,356,2.365819209,0,0,0,0,0,0,0,67,0,170,1,0,0,0,0,blue,0
American Association of Zoo Veterinarians,235,66,316,811,212,8.13810111,0,0,0,0,0,0,0,66,0,170,1,0,0,0,0,blue,0
GeoScienceWorld,236,65,275,1246,265,5.216693419,0,0,0,0,0,0,0,65,0,170,1,0,0,0,0,blue,0
Archives of Pathology and Laboratory Medicine,237,64,288,1108,253,5.776173285,0,0,0,0,0,0,0,64,0,170,1,0,0,0,0,blue,0
American Association of Avian Pathologists (AAAP),238,62,374,453,142,13.68653422,0,0,0,0,0,0,0,62,0,170,1,0,0,0,0,blue,0
Max Planck Institute for Demographic Research,238,62,358,539,166,11.50278293,0,0,0,0,0,0,0,62,0,170,1,0,0,0,0,blue,0
American Museum of Natural History (BioOne sponsored),240,61,464,162,25,37.65432099,0,0,0,0,0,0,0,61,0,170,1,0,0,0,0,blue,0
Sciaccess Publishers LLC,240,61,309,876,231,6.96347032,0,0,0,0,0,0,0,61,0,170,1,0,0,0,0,blue,0
ASTM International,240,61,187,3606,385,1.691625069,0,0,0,0,0,0,0,61,0,170,1,0,0,0,0,blue,0
Robotics: Science and Systems Foundation,243,59,382,425,139,13.88235294,0,0,0,0,0,0,0,59,0,170,1,0,0,0,0,blue,0
Vanderbilt University Library,243,59,381,428,140,13.78504673,0,0,0,0,0,0,0,59,0,170,1,0,0,0,0,blue,0
Case Western Reserve University,245,57,474,128,17,44.53125,0,0,0,0,0,0,0,57,0,170,1,0,0,0,0,blue,0
WHO Press,245,57,307,885,238,6.440677966,0,0,0,0,0,0,0,57,0,170,1,0,0,0,0,blue,0
Daedalus Enterprises,245,57,285,1158,272,4.922279793,0,0,0,0,0,0,0,57,0,170,1,0,0,0,0,blue,0
Georgia Entomological Society,248,56,424,284,89,19.71830986,0,0,0,0,0,0,0,56,0,170,1,0,0,0,0,blue,0
Antiquity Publications,248,56,279,1198,274,4.674457429,0,0,0,0,0,0,0,56,0,170,1,0,0,0,0,blue,0
Northwest Scientific Association,250,55,472,137,21,40.1459854,0,0,0,0,0,0,0,55,0,170,1,0,0,0,0,blue,0
Lepidopterists' Society,251,54,435,226,67,23.89380531,0,0,0,0,0,0,0,54,0,170,1,0,0,0,0,blue,0
International Ocean Discovery Program (IODP),252,53,492,56,1,94.64285714,0,0,0,0,0,0,0,53,0,170,1,0,0,0,0,blue,0
National Inquiry Services Center (NISC),252,53,227,2334,359,2.270779777,0,0,0,0,0,0,0,53,0,170,1,0,0,0,0,blue,0
American Scientific Publishers,252,53,63,25431,475,0.208407062,0,0,0,0,0,0,0,53,0,170,1,0,0,0,0,blue,0
International Journal of Particle Therapy,255,52,457,178,44,29.21348315,0,0,0,0,0,0,0,52,0,170,1,0,0,0,0,blue,0
European Centre for Disease Control and Prevention (ECDC),255,52,272,1271,289,4.091266719,0,0,0,0,0,0,0,52,0,170,1,0,0,0,0,blue,0
Engineering Sciences Press,257,51,261,1551,320,3.288201161,0,0,0,0,0,0,0,51,0,170,1,0,0,0,0,blue,0
HICSS Conference Office,257,51,174,4120,410,1.237864078,0,0,0,0,0,0,0,51,0,170,1,0,0,0,0,blue,0
Inderscience Publishers,257,51,29,79568,492,0.064096119,0,0,0,0,0,0,0,51,0,170,1,0,0,0,0,blue,0
Cell Physiol Biochem Press GmbH and Co KG,260,50,364,489,182,10.22494888,0,0,0,0,0,0,0,50,0,170,1,0,0,0,0,blue,0
Bernoulli Society for Mathematical Statistics and Probability,260,50,344,598,207,8.361204013,0,0,0,0,0,0,0,50,0,170,1,0,0,0,0,blue,0
Academy of Managed Care Pharmacy,260,50,306,891,258,5.611672278,0,0,0,0,0,0,0,50,0,170,1,0,0,0,0,blue,0
"Managed Care and Healthcare Communications, LLC",263,49,373,472,179,10.38135593,0,0,0,0,0,0,0,49,0,170,1,0,0,0,0,blue,0
IMAPS - International Microelectronics Assembly and Packaging Society,263,49,314,843,252,5.81257414,0,0,0,0,0,0,0,49,0,170,1,0,0,0,0,blue,0
American Veterinary Medical Association (AVMA),263,49,214,2636,373,1.858877086,0,0,0,0,0,0,0,49,0,170,1,0,0,0,0,blue,0
Hogrefe Publishing Group,263,49,125,9212,453,0.531914894,0,0,0,0,0,0,0,49,0,170,1,0,0,0,0,blue,0
Edizioni Minerva Medica,263,49,98,13409,461,0.365426206,0,0,0,0,0,0,0,49,0,170,1,0,0,0,0,blue,0
COPD Foundation,268,48,434,234,85,20.51282051,0,0,0,0,0,0,0,48,0,170,1,0,0,0,0,blue,0
International Scientific Information,268,48,141,7352,443,0.652883569,0,0,0,0,0,0,0,48,0,170,1,0,0,0,0,blue,0
American Entomological Society,270,47,384,412,168,11.40776699,0,0,0,0,0,0,0,47,0,170,1,0,0,0,0,blue,0
Society for Imaging Science & Technology,270,47,218,2486,372,1.890587289,0,0,0,0,0,0,0,47,0,170,1,0,0,0,0,blue,0
Now Publishers,272,46,264,1529,328,3.008502289,0,0,0,0,0,0,0,46,0,170,1,0,0,0,0,blue,0
Frontline Medical Communications,272,46,247,1816,351,2.533039648,0,0,0,0,0,0,0,46,0,170,1,0,0,0,0,blue,0
University of Toronto Press,272,46,82,16054,468,0.286532951,0,0,0,0,0,0,0,46,0,170,1,0,0,0,0,blue,0
Society for Vector Ecology,275,45,445,200,73,22.5,0,0,0,0,0,0,0,45,0,170,1,0,0,0,0,blue,0
Society of Southwestern Entomologists,275,45,338,665,232,6.766917293,0,0,0,0,0,0,0,45,0,170,1,0,0,0,0,blue,0
Weston Medical Publishing,275,45,299,997,277,4.513540622,0,0,0,0,0,0,0,45,0,170,1,0,0,0,0,blue,0
"Elmer Press, Inc.",275,45,211,2678,386,1.680358476,0,0,0,0,0,0,0,45,0,170,1,0,0,0,0,blue,0
John Benjamins Publishing Company,275,45,88,15170,466,0.296638102,0,0,0,0,0,0,0,45,0,170,1,0,0,0,0,blue,0
Fortune Journals,280,44,216,2577,383,1.707411719,0,0,0,0,0,0,0,44,0,170,1,0,0,0,0,blue,0
Steklov Mathematical Institute,280,44,178,4013,417,1.096436581,0,0,0,0,0,0,0,44,0,170,1,0,0,0,0,blue,0
Scientific Scholar,280,44,138,7680,450,0.572916667,0,0,0,0,0,0,0,44,0,170,1,0,0,0,0,blue,0
Maad Rayan Publishing Company,280,44,133,7895,451,0.557314756,0,0,0,0,0,0,0,44,0,170,1,0,0,0,0,blue,0
European Cells and Materials,284,43,430,238,102,18.06722689,0,0,0,0,0,0,0,43,0,170,1,0,0,0,0,blue,0
Jagiellonian University,284,43,257,1608,344,2.674129353,0,0,0,0,0,0,0,43,0,170,1,0,0,0,0,blue,0
PAGEPress Publications,284,43,144,6897,447,0.623459475,0,0,0,0,0,0,0,43,0,170,1,0,0,0,0,blue,0
Northwestern Naturalist,287,42,471,141,43,29.78723404,0,0,0,0,0,0,0,42,0,170,1,0,0,0,0,blue,0
North Carolina Institute of Medicine,287,42,359,535,214,7.85046729,0,0,0,0,0,0,0,42,0,170,1,0,0,0,0,blue,0
Association of American Medical Colleges,287,42,335,676,244,6.213017751,0,0,0,0,0,0,0,42,0,170,1,0,0,0,0,blue,0
"Institute of Mathematics, Polish Academy of Sciences",287,42,237,2106,369,1.994301994,0,0,0,0,0,0,0,42,0,170,1,0,0,0,0,blue,0
South African Medical Association NPC,287,42,224,2403,381,1.747815231,0,0,0,0,0,0,0,42,0,170,1,0,0,0,0,blue,0
U.S. Fish and Wildlife Service,292,41,411,323,152,12.69349845,0,0,0,0,0,0,0,41,0,170,1,0,0,0,0,blue,0
Chelonian Conservation and Biology Journal,293,40,451,188,77,21.27659574,0,0,0,0,0,0,0,40,0,170,1,0,0,0,0,blue,0
The American Mosquito Control Association,293,40,422,287,138,13.93728223,0,0,0,0,0,0,0,40,0,170,1,0,0,0,0,blue,0
Akademiai Kiado Zrt.,293,40,122,9686,459,0.412967169,0,0,0,0,0,0,0,40,0,170,1,0,0,0,0,blue,0
"MedCrave Group, LLC",293,40,87,15380,471,0.260078023,0,0,0,0,0,0,0,40,0,170,1,0,0,0,0,blue,0
Society of Petroleum Engineers (SPE),293,40,60,26334,480,0.151894889,0,0,0,0,0,0,0,40,0,170,1,0,0,0,0,blue,0
The Permanente Press,293,40,497,0,497,0,0,0,0,0,0,0,0,40,0,170,1,0,0,0,0,blue,0
Journal of Biological Methods,299,39,476,114,30,34.21052632,0,0,0,0,0,0,0,39,0,170,1,0,0,0,0,blue,0
American Association of Petroleum Geologists AAPG/Datapages,299,39,219,2480,393,1.572580645,0,0,0,0,0,0,0,39,0,170,1,0,0,0,0,blue,0
California Botanical Society,301,38,460,174,75,21.83908046,0,0,0,0,0,0,0,38,0,170,1,0,0,0,0,blue,0
Soil and Water Conservation Society,301,38,386,406,195,9.359605911,0,0,0,0,0,0,0,38,0,170,1,0,0,0,0,blue,0
Journal of Orthopaedic & Sports Physical Therapy (JOSPT),303,37,326,712,266,5.196629213,0,0,0,0,0,0,0,37,0,170,1,0,0,0,0,blue,0
Laser Institute of America,303,37,312,851,281,4.347826087,0,0,0,0,0,0,0,37,0,170,1,0,0,0,0,blue,0
Association of Biomolecular Resource Facilities,305,36,475,116,37,31.03448276,0,0,0,0,0,0,0,36,0,170,1,0,0,0,0,blue,0
Pacific Science,305,36,456,184,91,19.56521739,0,0,0,0,0,0,0,36,0,170,1,0,0,0,0,blue,0
Annals of Mathematics,305,36,454,186,95,19.35483871,0,0,0,0,0,0,0,36,0,170,1,0,0,0,0,blue,0
Paris Scholar Publishing,305,36,420,291,155,12.37113402,0,0,0,0,0,0,0,36,0,170,1,0,0,0,0,blue,0
River Publishers,305,36,253,1667,363,2.159568086,0,0,0,0,0,0,0,36,0,170,1,0,0,0,0,blue,0
IGI Global,305,36,46,38555,487,0.093373103,0,0,0,0,0,0,0,36,0,170,1,0,0,0,0,blue,0
National Institute on Alcohol Abuse and Alcoholism,311,35,493,47,2,74.46808511,0,0,0,0,0,0,0,35,0,170,1,0,0,0,0,blue,0
Scitechnol Biosoft,311,35,188,3596,422,0.973303671,0,0,0,0,0,0,0,35,0,170,1,0,0,0,0,blue,0
Mark Allen Group,311,35,37,43543,491,0.080380314,0,0,0,0,0,0,0,35,0,170,1,0,0,0,0,blue,0
Centers for American Indian and Alaska Native Health,314,34,490,71,15,47.88732394,0,0,0,0,0,0,0,34,0,170,1,0,0,0,0,blue,0
Castanea,314,34,473,134,62,25.37313433,0,0,0,0,0,0,0,34,0,170,1,0,0,0,0,blue,0
LIDSEN Publishing Inc,314,34,285,1158,335,2.936096718,0,0,0,0,0,0,0,34,0,170,1,0,0,0,0,blue,0
Sciedu Press,314,34,161,5491,448,0.619195046,0,0,0,0,0,0,0,34,0,170,1,0,0,0,0,blue,0
Termedia Sp. z.o.o.,314,34,109,11846,467,0.287016715,0,0,0,0,0,0,0,34,0,170,1,0,0,0,0,blue,0
Kansas Academy of Science,319,33,447,197,109,16.75126904,0,0,0,0,0,0,0,33,0,170,1,0,0,0,0,blue,0
ProBiologists LLC,319,33,420,291,170,11.34020619,0,0,0,0,0,0,0,33,0,170,1,0,0,0,0,blue,0
EDITORA SCIENTIFIC,319,33,298,1002,319,3.293413174,0,0,0,0,0,0,0,33,0,170,1,0,0,0,0,blue,0
Journal of Graduate Medical Education,319,33,297,1015,321,3.251231527,0,0,0,0,0,0,0,33,0,170,1,0,0,0,0,blue,0
National Council of Teachers of Mathematics,319,33,268,1413,358,2.335456476,0,0,0,0,0,0,0,33,0,170,1,0,0,0,0,blue,0
ClinMed International Library,319,33,177,4065,433,0.811808118,0,0,0,0,0,0,0,33,0,170,1,0,0,0,0,blue,0
Southwestern Association of Naturalists,325,32,459,176,100,18.18181818,0,0,0,0,0,0,0,32,0,170,1,0,0,0,0,blue,0
American Arachnological Society,325,32,435,226,133,14.15929204,0,0,0,0,0,0,0,32,0,170,1,0,0,0,0,blue,0
"SIGMA (Symmetry, Integrability and Geometry: Methods and Application)",325,32,345,595,262,5.378151261,0,0,0,0,0,0,0,32,0,170,1,0,0,0,0,blue,0
Stockholm University Press,325,32,303,937,314,3.415154749,0,0,0,0,0,0,0,32,0,170,1,0,0,0,0,blue,0
Taiwan Association for Aerosol Research,325,32,274,1267,352,2.525651144,0,0,0,0,0,0,0,32,0,170,1,0,0,0,0,blue,0
European Association of Geochemistry,325,32,201,2923,418,1.094765652,0,0,0,0,0,0,0,32,0,170,1,0,0,0,0,blue,0
Aurora Health Care,331,31,406,346,200,8.959537572,0,0,0,0,0,0,0,31,0,170,1,0,0,0,0,blue,0
Canadian Mathematical Society,331,31,311,854,304,3.629976581,0,0,0,0,0,0,0,31,0,170,1,0,0,0,0,blue,0
The Electronic Journal of Combinatorics,331,31,283,1161,346,2.670111972,0,0,0,0,0,0,0,31,0,170,1,0,0,0,0,blue,0
British Editorial Society of Bone & Joint Surgery,331,31,213,2669,413,1.161483702,0,0,0,0,0,0,0,31,0,170,1,0,0,0,0,blue,0
Scholink,331,31,210,2744,415,1.129737609,0,0,0,0,0,0,0,31,0,170,1,0,0,0,0,blue,0
Scitepress,331,31,70,22524,481,0.137630971,0,0,0,0,0,0,0,31,0,170,1,0,0,0,0,blue,0
Museum and Institute of Zoology at the Polish Academy of Sciences,337,30,323,726,286,4.132231405,0,0,0,0,0,0,0,30,0,170,1,0,0,0,0,blue,0
AVES Publishing,337,30,114,10894,469,0.275380944,0,0,0,0,0,0,0,30,0,170,1,0,0,0,0,blue,0
Juniper Publishers,337,30,111,11691,472,0.256607647,0,0,0,0,0,0,0,30,0,170,1,0,0,0,0,blue,0
Missouri Botanical Garden Press,340,29,417,306,194,9.477124183,0,0,0,0,0,0,0,29,0,170,1,0,0,0,0,blue,0
"Museum National d'Histoire Naturelle, Paris, France",340,29,319,780,300,3.717948718,0,0,0,0,0,0,0,29,0,170,1,0,0,0,0,blue,0
Sci Forschen,340,29,271,1292,360,2.244582043,0,0,0,0,0,0,0,29,0,170,1,0,0,0,0,blue,0
EpiSmart Science Vector Ltd,340,29,240,2026,401,1.431391905,0,0,0,0,0,0,0,29,0,170,1,0,0,0,0,blue,0
IBM,344,28,446,198,134,14.14141414,0,0,0,0,0,0,0,28,0,170,1,0,0,0,0,blue,0
Korean Endocrine Society,344,28,378,439,243,6.378132118,0,0,0,0,0,0,0,28,0,170,1,0,0,0,0,blue,0
American Spinal Injury Association,346,27,449,192,136,14.0625,0,0,0,0,0,0,0,27,0,170,1,0,0,0,0,blue,0
AI Access Foundation,346,27,390,401,233,6.733167082,0,0,0,0,0,0,0,27,0,170,1,0,0,0,0,blue,0
